"o_fips","n_return_out","n_exempt_out","agi","year"
"55023",1499,2479,42247,2010
"55025",47644,76576,2013353,2010
"55027",8308,14279,290024,2010
"55029",2480,4112,103501,2010
"55031",3654,5975,102642,2010
"55033",4596,7414,138614,2010
"55035",11364,18496,374476,2010
"55037",491,783,14839,2010
"55039",8134,13810,288678,2010
"55041",615,1055,21992,2010
"55043",4212,6864,176951,2010
"55045",3203,5531,118418,2010
"55047",2043,3471,63069,2010
"55049",2211,3763,73672,2010
"55051",515,803,14471,2010
"55053",1699,2943,47439,2010
"55055",9110,16662,339219,2010
"55057",2559,4615,67751,2010
"55059",14805,27476,582283,2010
"55061",1551,2515,49883,2010
"55063",10075,15934,337150,2010
"55065",1567,2899,44999,2010
"55067",1527,2559,47237,2010
"55069",2079,3423,59953,2010
"55071",5841,10134,222788,2010
"55073",10243,17618,382800,2010
"55075",3751,6378,128809,2010
"55077",1759,2999,48286,2010
"55078",331,635,8081,2010
"55079",69468,119932,3161195,2010
"55081",4730,8807,154136,2010
"55083",3286,5397,105470,2010
"55085",3683,5901,135468,2010
"55087",20155,34145,791618,2010
"55089",9475,16141,637718,2010
"55091",771,1295,22106,2010
"55093",4043,6399,138138,2010
"55095",4097,6911,119261,2010
"55097",6665,10806,234808,2010
"55099",1267,2135,35936,2010
"55101",15291,27526,618153,2010
"55103",1583,2819,44860,2010
"55105",12818,23498,501786,2010
"55107",1219,2067,32410,2010
"55109",8683,15352,346760,2010
"55111",6515,11462,205993,2010
"55113",1327,2215,42498,2010
"55115",3359,5875,106313,2010
"55117",8408,14705,321559,2010
"55119",1587,2767,50159,2010
"55121",2511,4651,73579,2010
"55123",2331,4083,66999,2010
"55125",1815,2991,60712,2010
"55127",10001,17542,364850,2010
"55129",1479,2567,50847,2010
"55131",12522,20638,553205,2010
"55133",38856,64048,2013694,2010
"55135",4387,7338,134932,2010
"55137",2267,3927,64971,2010
"55139",18314,30573,670232,2010
"55141",6031,10318,212294,2010
"56000",50941,94429,1871949,2010
"56001",6865,11226,196858,2010
"56003",1147,2195,35839,2010
"56005",6929,13184,285133,2010
"56007",2811,5770,99633,2010
"56009",1867,3431,83580,2010
"56011",831,1415,27051,2010
"56013",3901,7214,141133,2010
"56015",1127,2083,35935,2010
"56017",579,995,16959,2010
"56019",1143,1987,39927,2010
"56021",11108,21429,398898,2010
"56023",2351,4832,88872,2010
"56025",8798,16235,330470,2010
"56027",319,591,11717,2010
"56029",3592,6266,107206,2010
"56031",875,1615,35572,2010
"56033",3896,6682,132875,2010
"56035",1901,3828,83889,2010
"56037",7087,15115,307233,2010
"56039",4704,7055,200755,2010
"56041",2740,5624,99210,2010
"56043",807,1427,24755,2010
"56045",907,1679,27375,2010
"00000",20873018,38709817,908066360,2011
"01000",296498,605716,10950621,2011
"01001",8179,18143,326807,2011
"01003",16648,32487,663663,2011
"01005",2079,4447,64396,2011
"01007",1667,3983,51671,2011
"01009",4203,9067,135816,2011
"01011",831,1783,18390,2011
"01013",1395,2991,39851,2011
"01015",9726,19476,314655,2011
"01017",2939,6083,83050,2011
"01019",1635,3427,50596,2011
"01021",3031,6623,83951,2011
"01023",1051,2211,33738,2011
"01025",1779,3675,58097,2011
"01027",1099,2283,29826,2011
"01029",1283,2867,35635,2011
"01031",8767,18323,375024,2011
"01033",4800,9968,154084,2011
"01035",871,1955,20463,2011
"01037",1347,2839,34683,2011
"01039",2626,5379,73982,2011
"01041",1127,2455,34568,2011
"01043",5411,11655,163049,2011
"01045",9708,23722,395551,2011
"01047",2931,6135,82950,2011
"01049",4787,10703,135835,2011
"01051",10449,21067,351176,2011
"01053",2595,5591,79368,2011
"01055",7147,14136,213375,2011
"01057",1127,2435,35512,2011
"01059",2683,7851,68496,2011
"01061",2507,5215,66152,2011
"01063",643,1327,23250,2011
"01065",1443,3095,43619,2011
"01067",1619,3499,49071,2011
"01069",10688,22604,370003,2011
"01071",3332,6866,103053,2011
"01073",49706,95613,2156699,2011
"01075",1043,2219,31268,2011
"01077",6874,13249,225894,2011
"01079",2443,5079,72701,2011
"01081",16414,31271,560010,2011
"01083",7013,15275,287793,2011
"01085",1431,3075,35702,2011
"01087",2690,5122,69333,2011
"01089",29676,58486,1336372,2011
"01091",1599,3523,54900,2011
"01093",1987,3807,53165,2011
"01095",7488,16483,221521,2011
"01097",26436,51526,995131,2011
"01099",1531,3199,65927,2011
"01101",27030,53500,1174275,2011
"01103",9919,20946,355764,2011
"01105",839,1711,19977,2011
"01107",1351,2951,40424,2011
"01109",3216,6451,83970,2011
"01111",1487,2879,37948,2011
"01113",9350,20212,260131,2011
"01115",7866,16366,295958,2011
"01117",21397,42947,1098932,2011
"01119",1007,1979,29162,2011
"01121",6407,12819,205683,2011
"01123",4565,12301,138486,2011
"01125",14843,27552,548354,2011
"01127",4201,8853,128422,2011
"01129",1403,3051,48195,2011
"01131",907,1951,24831,2011
"01133",1691,3511,66200,2011
"02000",70321,140121,3267189,2011
"02013",479,903,16391,2011
"02016",903,1659,35269,2011
"02020",42205,84696,2108691,2011
"02050",1307,2667,64308,2011
"02060",219,351,10563,2011
"02068",419,727,19693,2011
"02070",455,819,18495,2011
"02090",19730,42825,841789,2011
"02100",243,331,8914,2011
"02105",267,459,9099,2011
"02110",4309,7266,198880,2011
"02122",6335,11255,269070,2011
"02130",2120,3877,84068,2011
"02150",2662,5615,117396,2011
"02164",107,207,3551,2011
"02170",10285,20390,480434,2011
"02180",771,1379,37042,2011
"02185",819,1531,40875,2011
"02188",699,1415,38782,2011
"02195",499,923,18378,2011
"02198",455,835,17151,2011
"02201",-5,-5,-5,2011
"02220",1371,2603,60823,2011
"02230",219,359,6369,2011
"02240",1163,2491,56690,2011
"02261",1847,3476,84591,2011
"02270",475,975,14885,2011
"02275",291,447,10675,2011
"02280",-5,-5,-5,2011
"02282",111,211,4607,2011
"02290",687,1295,26827,2011
"04000",354262,723693,14397183,2011
"04001",7584,18144,221493,2011
"04003",17698,37474,709438,2011
"04005",19460,35348,678902,2011
"04007",5126,10117,178020,2011
"04009",2626,6132,98448,2011
"04011",807,1807,45227,2011
"04012",1739,3351,48018,2011
"04013",247103,502645,10497800,2011
"04015",19249,38712,619573,2011
"04017",10837,24841,351568,2011
"04019",69063,129348,2937089,2011
"04021",47776,110018,2019311,2011
"04023",3556,7696,114650,2011
"04025",23421,43865,824546,2011
"04027",16641,36434,638549,2011
"05000",200703,404392,7059081,2011
"05001",1531,3055,47609,2011
"05003",1587,3259,48973,2011
"05005",3821,7188,108383,2011
"05007",23885,50150,1348121,2011
"05009",3480,6797,109967,2011
"05011",847,1935,25117,2011
"05013",431,951,13555,2011
"05015",2924,6123,90163,2011
"05017",915,2003,29523,2011
"05019",2283,4447,68034,2011
"05021",1279,2599,33568,2011
"05023",2551,5195,79231,2011
"05025",719,1475,19875,2011
"05027",1947,3699,68223,2011
"05029",2023,4063,59087,2011
"05031",9044,18422,277649,2011
"05033",6257,13107,196123,2011
"05035",5189,11102,155761,2011
"05037",1699,3575,47764,2011
"05039",639,1375,17966,2011
"05041",1271,2767,40198,2011
"05043",1731,3491,51927,2011
"05045",12308,23821,436015,2011
"05047",1619,3339,49647,2011
"05049",967,1907,22075,2011
"05051",8788,16267,295548,2011
"05053",1811,3547,55759,2011
"05055",3334,6915,93227,2011
"05057",1935,4207,56454,2011
"05059",2883,5675,83489,2011
"05061",1167,2515,33131,2011
"05063",2707,5639,76435,2011
"05065",1099,2399,30184,2011
"05067",1235,2455,34419,2011
"05069",7342,14944,252577,2011
"05071",1827,3639,51732,2011
"05073",635,1331,19991,2011
"05075",1527,3179,36979,2011
"05077",815,1739,18735,2011
"05079",903,1951,27013,2011
"05081",1219,2407,38127,2011
"05083",1915,3895,50704,2011
"05085",9120,19530,336534,2011
"05087",1327,2779,35787,2011
"05089",1685,3281,50819,2011
"05091",5139,10251,154121,2011
"05093",4131,8747,132007,2011
"05095",739,1647,22358,2011
"05097",743,1455,21003,2011
"05099",799,1643,19923,2011
"05101",727,1427,16768,2011
"05103",2035,4039,67134,2011
"05105",1175,2395,32323,2011
"05107",1707,3679,43908,2011
"05109",927,2003,22815,2011
"05111",1935,3951,54291,2011
"05113",1507,3227,45239,2011
"05115",6125,12074,191454,2011
"05117",799,1615,22758,2011
"05119",39300,75903,1597653,2011
"05121",1319,2615,34871,2011
"05123",2223,4695,57699,2011
"05125",10445,20899,412052,2011
"05127",971,2135,24743,2011
"05129",611,1227,15874,2011
"05131",12523,24852,426688,2011
"05133",1267,2803,37908,2011
"05135",1711,3479,39316,2011
"05137",747,1547,23634,2011
"05139",3251,6459,112715,2011
"05141",1739,3615,56478,2011
"05143",22258,43042,867603,2011
"05145",7381,15187,247619,2011
"05147",551,1103,12204,2011
"05149",2303,5207,58585,2011
"06000",1957806,3713983,98501290,2011
"06001",147078,264977,8801193,2011
"06003",167,311,5113,2011
"06005",3267,5640,135809,2011
"06007",17001,28392,550614,2011
"06009",4555,8364,197304,2011
"06011",1647,3855,64104,2011
"06013",87405,158715,5534837,2011
"06015",2107,4183,74894,2011
"06017",19151,33438,873387,2011
"06019",43627,90559,1604587,2011
"06021",2223,4631,72163,2011
"06023",10971,18278,350478,2011
"06025",10605,25375,353909,2011
"06027",1955,3275,86747,2011
"06029",42931,94951,2277142,2011
"06031",13824,31700,538848,2011
"06033",5080,9800,187616,2011
"06035",2827,5779,126466,2011
"06037",490076,920287,23425893,2011
"06039",10036,22595,371748,2011
"06041",22928,36548,1699651,2011
"06043",2101,3617,84345,2011
"06045",6359,11299,230699,2011
"06047",16754,39232,567007,2011
"06049",899,1859,30465,2011
"06051",2282,4001,87636,2011
"06053",35694,74670,1531672,2011
"06055",12354,22179,631928,2011
"06057",10354,17068,435890,2011
"06059",206918,386665,11091445,2011
"06061",37479,66944,1745117,2011
"06063",2047,3531,81559,2011
"06065",165768,351793,6630089,2011
"06067",106248,197992,4761732,2011
"06069",5069,10841,215516,2011
"06071",174001,374639,6620483,2011
"06073",239431,445533,11121220,2011
"06075",117824,177058,8726788,2011
"06077",45691,97313,1932893,2011
"06079",22822,36630,867378,2011
"06081",73816,131473,5399607,2011
"06083",34184,59648,1583111,2011
"06085",134808,245340,10329885,2011
"06087",23238,40898,1014759,2011
"06089",13056,23814,463391,2011
"06091",419,707,15059,2011
"06093",3925,7013,135224,2011
"06095",41163,80897,1871748,2011
"06097",31512,51840,1388335,2011
"06099",33452,72543,1330673,2011
"06101",10173,22110,385376,2011
"06103",5356,10707,159708,2011
"06105",1111,1963,36887,2011
"06107",21108,46642,719477,2011
"06109",4368,7607,158220,2011
"06111",57902,110030,3095782,2011
"06113",24073,42110,1025712,2011
"06115",10251,22990,376195,2011
"08000",505440,947498,21844971,2011
"08001",61892,131744,2346721,2011
"08003",1883,3651,55892,2011
"08005",89918,171614,3964238,2011
"08007",1624,3103,57379,2011
"08009",287,499,9733,2011
"08011",443,967,9574,2011
"08013",41738,65971,1936870,2011
"08014",20234,35700,1012176,2011
"08015",2129,3790,73982,2011
"08017",191,435,7675,2011
"08019",1555,2753,68106,2011
"08021",603,1211,14832,2011
"08023",271,539,5574,2011
"08025",323,791,9531,2011
"08027",539,1059,18897,2011
"08029",3209,6539,108806,2011
"08031",111603,203983,4907133,2011
"08033",251,443,8283,2011
"08035",39029,74111,2656557,2011
"08037",9268,15448,402638,2011
"08039",2999,5611,142991,2011
"08041",78949,163931,3239763,2011
"08043",3928,7757,133853,2011
"08045",7644,15338,294016,2011
"08047",991,1707,42901,2011
"08049",2623,4355,94098,2011
"08051",2677,3984,101935,2011
"08053",67,121,1303,2011
"08055",851,1659,25294,2011
"08057",187,439,6475,2011
"08059",70185,123930,3105926,2011
"08061",115,263,2927,2011
"08063",767,1471,24482,2011
"08065",1200,2053,39013,2011
"08067",6914,11130,288021,2011
"08069",36234,59896,1414425,2011
"08071",1539,3035,59817,2011
"08073",571,1115,18887,2011
"08075",1811,3495,57472,2011
"08077",14031,27420,601062,2011
"08079",79,127,2839,2011
"08081",2222,4637,85414,2011
"08083",2769,5400,99550,2011
"08085",4373,9083,150755,2011
"08087",2663,5259,77975,2011
"08089",1595,3211,42183,2011
"08091",731,1271,35299,2011
"08093",2355,4439,97406,2011
"08095",455,967,16948,2011
"08097",3421,4763,181241,2011
"08099",1127,2259,35414,2011
"08101",10960,21518,395168,2011
"08103",875,1795,39750,2011
"08105",1539,3099,45853,2011
"08107",4107,6405,145515,2011
"08109",495,991,13018,2011
"08111",119,175,2823,2011
"08113",1439,2014,51189,2011
"08115",263,543,8367,2011
"08117",7876,12338,200229,2011
"08119",3976,7414,172377,2011
"08121",503,999,16288,2011
"08123",28204,57277,1152398,2011
"08125",1019,2195,38176,2011
"09000",199428,328511,11794745,2011
"09001",62263,104390,5303948,2011
"09003",64311,105272,3575476,2011
"09005",15925,25397,811059,2011
"09007",16800,26452,933947,2011
"09009",62052,102916,3179750,2011
"09011",27851,49352,1337839,2011
"09013",17071,25805,809195,2011
"09015",10849,18230,421795,2011
"10000",47607,86775,2224770,2011
"10001",15057,29216,538326,2011
"10003",38417,69107,2069030,2011
"10005",14273,25553,540195,2011
"11000",73028,110082,4441179,2011
"11001",99861,150357,6053966,2011
"12000",1511507,2624016,54615429,2011
"12001",37155,58825,1328406,2011
"12003",2295,4663,69599,2011
"12005",22773,44472,833354,2011
"12007",2829,5422,79990,2011
"12009",49079,86470,1930222,2011
"12011",201029,324428,7629296,2011
"12013",1183,2443,33579,2011
"12015",19465,33600,729160,2011
"12017",14720,26182,479725,2011
"12019",29154,58158,1127828,2011
"12021",33763,59367,1503759,2011
"12023",7293,14012,216327,2011
"12027",3164,6336,90215,2011
"12029",1295,2427,55482,2011
"12031",96850,178481,3783540,2011
"12033",41162,74345,1466391,2011
"12035",11712,21612,395510,2011
"12037",911,1603,28719,2011
"12039",4824,9294,141041,2011
"12041",1985,3733,49893,2011
"12043",1263,2267,42831,2011
"12045",1415,2831,51419,2011
"12047",1319,2783,33762,2011
"12049",2505,5837,65141,2011
"12051",4681,10099,142172,2011
"12053",19388,35084,605143,2011
"12055",10214,18668,289990,2011
"12057",152698,257861,5579636,2011
"12059",1779,3691,46886,2011
"12061",14683,25667,611172,2011
"12063",4234,8331,120295,2011
"12065",1503,2671,45070,2011
"12067",499,1051,12296,2011
"12069",36863,68345,1216326,2011
"12071",62225,110417,2358045,2011
"12073",39200,61492,1263294,2011
"12075",4681,9175,128038,2011
"12077",659,1359,18830,2011
"12079",1471,2943,41567,2011
"12081",35793,62913,1338117,2011
"12083",33435,59885,994492,2011
"12085",16764,28889,717596,2011
"12086",198635,330239,6775265,2011
"12087",14271,23256,562203,2011
"12089",8787,16163,365519,2011
"12091",31128,60683,1254820,2011
"12093",3803,7337,110898,2011
"12095",160787,278094,5310770,2011
"12097",45653,89160,1317075,2011
"12099",118655,192215,4905924,2011
"12101",56054,101540,2000121,2011
"12103",92681,148224,3483672,2011
"12105",62342,115695,1883877,2011
"12107",6959,13616,192016,2011
"12109",23790,42012,1215542,2011
"12111",31283,57442,1063566,2011
"12113",22680,44917,944185,2011
"12115",42259,70763,1655387,2011
"12117",68760,120431,2563952,2011
"12119",9059,16224,338842,2011
"12121",4138,7985,105913,2011
"12123",1607,3147,49503,2011
"12125",1535,3223,43343,2011
"12127",52312,90395,1705650,2011
"12129",3498,6586,118274,2011
"12131",8253,15426,319055,2011
"12133",2689,5549,79449,2011
"13000",937678,1850606,33527148,2011
"13001",1163,2635,28209,2011
"13003",855,2383,19912,2011
"13005",787,1663,21058,2011
"13007",367,855,9305,2011
"13009",4642,8477,140078,2011
"13011",2151,5099,59622,2011
"13013",8733,18451,274351,2011
"13015",10557,22561,330386,2011
"13017",1751,3567,40942,2011
"13019",1935,4219,47337,2011
"13021",17004,32095,568089,2011
"13023",831,1671,23660,2011
"13025",1551,3363,37952,2011
"13027",2075,4239,48634,2011
"13029",5831,13110,254978,2011
"13031",9401,16472,239994,2011
"13033",2579,5127,60614,2011
"13035",2755,5651,79716,2011
"13037",391,919,9267,2011
"13039",9534,20617,342972,2011
"13043",1203,2539,29325,2011
"13045",12274,26047,381569,2011
"13047",6937,14082,223833,2011
"13049",919,1883,22343,2011
"13051",35166,65237,1188595,2011
"13053",3340,9879,126876,2011
"13055",2043,4059,49422,2011
"13057",23805,46544,1058347,2011
"13059",18698,32059,581479,2011
"13061",227,563,5559,2011
"13063",55682,113591,1369926,2011
"13065",615,1311,12596,2011
"13067",99783,187908,4395073,2011
"13069",3062,6538,78329,2011
"13071",3596,7731,99212,2011
"13073",16672,36393,881769,2011
"13075",1843,3899,45099,2011
"13077",15911,41681,621641,2011
"13079",1223,2539,35107,2011
"13081",2255,4671,57676,2011
"13083",1455,2867,40979,2011
"13085",2895,5839,107804,2011
"13087",2115,4523,62382,2011
"13089",133028,240241,4892089,2011
"13091",1471,2911,37104,2011
"13093",1015,2075,26193,2011
"13095",11631,22627,352296,2011
"13097",21677,44891,710021,2011
"13099",823,1863,23163,2011
"13101",347,827,6911,2011
"13103",6728,14135,244087,2011
"13105",1447,3235,42772,2011
"13107",1767,3739,46121,2011
"13109",1203,2415,27374,2011
"13111",1863,3743,53686,2011
"13113",14090,28362,710544,2011
"13115",7669,15611,248097,2011
"13117",16655,33573,964478,2011
"13119",2351,5303,51324,2011
"13121",178038,310804,7794395,2011
"13123",2503,4871,77451,2011
"13125",219,467,6937,2011
"13127",8468,16411,311303,2011
"13129",4510,10228,118914,2011
"13131",2231,5043,57883,2011
"13133",1379,2831,48311,2011
"13135",92772,185847,3460288,2011
"13137",3875,8023,108343,2011
"13139",16075,33319,592136,2011
"13141",707,1355,17495,2011
"13143",2923,6435,77070,2011
"13145",3550,7313,152373,2011
"13147",1973,4038,57851,2011
"13149",1283,2899,30923,2011
"13151",28947,59859,995914,2011
"13153",17572,37007,659179,2011
"13155",983,2211,26435,2011
"13157",7067,15391,232483,2011
"13159",1583,3659,50543,2011
"13161",1123,2459,29334,2011
"13163",1383,2967,32954,2011
"13165",683,1531,14655,2011
"13167",511,1007,13070,2011
"13169",3147,6443,102189,2011
"13171",1879,3783,48725,2011
"13173",1319,2919,34659,2011
"13175",3997,8168,133869,2011
"13177",4525,9780,202251,2011
"13179",16062,37240,414525,2011
"13181",667,1395,19375,2011
"13183",2487,5947,62263,2011
"13185",16330,31158,485877,2011
"13187",3515,7318,108919,2011
"13189",1915,3951,56931,2011
"13191",1199,2491,36267,2011
"13193",1107,2427,29124,2011
"13195",3767,7912,97376,2011
"13197",779,1747,20741,2011
"13199",2595,5695,70964,2011
"13201",507,1155,12490,2011
"13205",1863,3951,44560,2011
"13207",2710,5351,109678,2011
"13209",791,1715,22015,2011
"13211",1691,3491,52044,2011
"13213",3427,8155,85604,2011
"13215",31385,65915,1058974,2011
"13217",12840,26823,389377,2011
"13219",3789,7880,168447,2011
"13221",1635,3423,46649,2011
"13223",17397,36484,644644,2011
"13225",3862,7950,117751,2011
"13227",3234,6400,105999,2011
"13229",1807,4107,50795,2011
"13231",1963,3999,64698,2011
"13233",3319,7623,89522,2011
"13235",891,1827,22645,2011
"13237",2440,5051,80475,2011
"13239",331,731,9037,2011
"13241",1239,2439,37223,2011
"13243",567,1191,13157,2011
"13245",30325,60155,1011887,2011
"13247",14598,30795,448750,2011
"13249",343,731,10031,2011
"13251",1395,2591,37328,2011
"13253",835,1855,19260,2011
"13255",7522,15784,209827,2011
"13257",2349,4759,61659,2011
"13259",519,1047,11087,2011
"13261",3436,6403,91678,2011
"13263",683,1463,18026,2011
"13265",65,133,1757,2011
"13267",1859,4267,48343,2011
"13269",703,1555,17915,2011
"13271",1107,2383,25255,2011
"13273",951,2051,23739,2011
"13275",4344,8629,145504,2011
"13277",5425,10513,147003,2011
"13279",2601,5646,79658,2011
"13281",955,1911,33538,2011
"13283",487,1115,12072,2011
"13285",6158,12742,223234,2011
"13287",3703,6155,67752,2011
"13289",1059,2207,26193,2011
"13291",1919,3555,62056,2011
"13293",2003,4035,59326,2011
"13295",6566,13518,187322,2011
"13297",8963,18679,282754,2011
"13299",3617,7434,92485,2011
"13301",535,1131,14868,2011
"13303",1207,2487,36576,2011
"13305",2718,5321,73813,2011
"13307",227,463,5447,2011
"13309",435,971,9516,2011
"13311",2924,5796,84129,2011
"13313",7916,19159,228383,2011
"13315",651,1331,14767,2011
"13317",723,1615,19411,2011
"13319",875,1899,24916,2011
"13321",2431,4707,60181,2011
"15000",82098,165271,3280531,2011
"15001",12365,22073,424372,2011
"15003",86674,182754,3533687,2011
"15005",-5,-5,-5,2011
"15007",5227,8880,219236,2011
"15009",11476,18711,424547,2011
"16000",116100,245194,3802778,2011
"16001",34928,68132,1298731,2011
"16003",479,819,14363,2011
"16005",8494,18035,295601,2011
"16007",475,991,16499,2011
"16009",975,1959,27040,2011
"16011",3931,8967,123747,2011
"16013",2773,4890,106415,2011
"16015",915,1663,34214,2011
"16017",4734,8813,165776,2011
"16019",10282,23515,395478,2011
"16021",1035,2099,27201,2011
"16023",311,727,10468,2011
"16025",73,115,1775,2011
"16027",18543,42434,533852,2011
"16029",759,1727,33723,2011
"16031",2383,5747,62635,2011
"16033",115,327,4619,2011
"16035",875,1647,24444,2011
"16037",475,1003,15723,2011
"16039",6538,14831,244029,2011
"16041",1067,2503,31392,2011
"16043",1403,3495,38528,2011
"16045",1687,3435,52320,2011
"16047",1755,4167,46476,2011
"16049",1135,2059,34612,2011
"16051",2755,7431,94838,2011
"16053",2667,6491,70862,2011
"16055",12358,22774,426094,2011
"16057",5905,10334,184199,2011
"16059",731,1339,23028,2011
"16061",487,851,9639,2011
"16063",667,1731,17636,2011
"16065",6963,17449,162125,2011
"16067",2119,5195,56680,2011
"16069",4519,7935,138552,2011
"16071",431,991,9799,2011
"16073",1415,3511,40919,2011
"16075",2511,5551,72507,2011
"16077",907,2127,29803,2011
"16079",1163,2159,37790,2011
"16081",1609,3311,53343,2011
"16083",8179,17880,257828,2011
"16085",1443,2863,49892,2011
"16087",911,1983,28314,2011
"17000",729949,1336519,35563292,2011
"17001",4340,7920,229479,2011
"17003",815,1699,20682,2011
"17005",1527,2891,37050,2011
"17007",5640,12161,239762,2011
"17009",383,755,14258,2011
"17011",3329,6148,107863,2011
"17013",335,615,12143,2011
"17015",1439,2539,44768,2011
"17017",1563,3155,54258,2011
"17019",22443,37763,924864,2011
"17021",2579,4515,84731,2011
"17023",1323,2531,40577,2011
"17025",1023,1863,33658,2011
"17027",2794,5033,106694,2011
"17029",5520,9451,162369,2011
"17031",317494,568700,17331198,2011
"17033",1115,1963,41695,2011
"17035",979,1839,31462,2011
"17037",13571,22900,515879,2011
"17039",1431,2691,55642,2011
"17041",2039,3711,69259,2011
"17043",97879,175107,5340844,2011
"17045",1239,2383,42126,2011
"17047",591,1107,17503,2011
"17049",2667,4787,91025,2011
"17051",1591,2911,49661,2011
"17053",1459,2691,48532,2011
"17055",3077,5823,97320,2011
"17057",2567,4483,82065,2011
"17059",467,959,15959,2011
"17061",995,1967,30854,2011
"17063",5917,11649,243120,2011
"17065",579,1103,17365,2011
"17067",1623,2967,51985,2011
"17069",295,507,8394,2011
"17071",703,1223,23864,2011
"17073",4839,8551,183086,2011
"17075",2355,4287,77644,2011
"17077",9099,14553,246762,2011
"17079",651,1199,21431,2011
"17081",2775,5243,92624,2011
"17083",2232,3978,111718,2011
"17085",1911,3323,75736,2011
"17087",995,1751,31876,2011
"17089",46108,92543,2334466,2011
"17091",8476,15832,297623,2011
"17093",13240,27437,675404,2011
"17095",4334,7525,143871,2011
"17097",61756,116875,4243100,2011
"17099",9068,16200,318837,2011
"17101",1083,1931,29227,2011
"17103",3767,6960,134976,2011
"17105",3300,5639,122211,2011
"17107",2375,4199,82065,2011
"17109",3762,6147,109542,2011
"17111",27537,51525,1341123,2011
"17113",16512,29103,793825,2011
"17115",8289,15023,409658,2011
"17117",4227,7743,136675,2011
"17119",22354,40929,907637,2011
"17121",2711,5055,87707,2011
"17123",1359,2343,48763,2011
"17125",1399,2587,43527,2011
"17127",1303,2571,38513,2011
"17129",1299,2303,52675,2011
"17131",1531,2763,53646,2011
"17133",2859,4794,122942,2011
"17135",2215,4047,72868,2011
"17137",3088,5391,110548,2011
"17139",1411,2595,51942,2011
"17141",5474,9805,194217,2011
"17143",18823,34199,936051,2011
"17145",1543,2847,46836,2011
"17147",1707,3115,69273,2011
"17149",1015,1879,31836,2011
"17151",347,643,9747,2011
"17153",539,1039,15095,2011
"17155",703,1235,22311,2011
"17157",2339,4279,74824,2011
"17159",1303,2411,50273,2011
"17161",13328,24542,621617,2011
"17163",24897,51066,1115697,2011
"17165",1743,3255,60666,2011
"17167",15643,26543,708076,2011
"17169",691,1395,23339,2011
"17171",483,907,15748,2011
"17173",1891,3635,62155,2011
"17175",583,1043,17858,2011
"17177",3764,6710,128312,2011
"17179",11977,21582,505983,2011
"17181",1267,2335,38653,2011
"17183",5602,10393,176914,2011
"17185",1007,1831,33207,2011
"17187",1615,3295,49303,2011
"17189",1367,2487,49696,2011
"17191",1083,2163,35034,2011
"17193",1019,1907,31970,2011
"17195",4926,8749,160621,2011
"17197",57822,112466,2849861,2011
"17199",6046,11384,203898,2011
"17201",21862,41878,831219,2011
"17203",3708,6688,173380,2011
"18000",428076,805981,16270985,2011
"18001",2159,4323,66849,2011
"18003",24770,47333,1072826,2011
"18005",7155,14990,308909,2011
"18007",1043,1983,34861,2011
"18009",1207,2391,36094,2011
"18011",6253,11936,366284,2011
"18013",1767,3371,58737,2011
"18015",2182,4359,71467,2011
"18017",3191,6167,95178,2011
"18019",12163,23281,390996,2011
"18021",2523,4995,79068,2011
"18023",2839,5771,87799,2011
"18025",959,1747,27419,2011
"18027",1943,3855,61888,2011
"18029",4616,8485,155050,2011
"18031",2315,4871,74087,2011
"18033",4031,7704,138569,2011
"18035",10808,18325,343852,2011
"18037",3006,5324,110930,2011
"18039",14114,28396,462073,2011
"18041",1767,3515,51668,2011
"18043",9132,17204,299637,2011
"18045",1755,3635,58174,2011
"18047",2161,3900,76049,2011
"18049",1799,3703,56289,2011
"18051",2755,5403,98266,2011
"18053",5364,10017,168768,2011
"18055",2715,5391,78914,2011
"18057",30361,56908,1826498,2011
"18059",7964,15098,309441,2011
"18061",3633,6798,124968,2011
"18063",17380,33106,751544,2011
"18065",4438,8540,145015,2011
"18067",7031,13767,264778,2011
"18069",2775,5179,90312,2011
"18071",3483,7699,109294,2011
"18073",3075,5859,104175,2011
"18075",1479,2799,42891,2011
"18077",2596,5000,81717,2011
"18079",2679,5719,74142,2011
"18081",18209,35025,707578,2011
"18083",2965,5420,94482,2011
"18085",6719,13585,273192,2011
"18087",2871,5867,95194,2011
"18089",36994,71343,1256029,2011
"18091",8033,14371,262212,2011
"18093",3191,5951,95592,2011
"18095",11346,20995,343436,2011
"18097",91179,168330,3944511,2011
"18099",4222,8433,146767,2011
"18101",891,1747,27527,2011
"18103",3139,6135,94070,2011
"18105",17875,27961,599991,2011
"18107",3088,6138,106738,2011
"18109",7314,13841,264993,2011
"18111",1447,2615,40480,2011
"18113",4449,8895,132788,2011
"18115",739,1415,22331,2011
"18117",1555,2923,40779,2011
"18119",2424,4688,62937,2011
"18121",1415,2779,41311,2011
"18123",1307,2395,44597,2011
"18125",1087,2023,35700,2011
"18127",15260,28668,645471,2011
"18129",2395,4463,111606,2011
"18131",1251,2423,39344,2011
"18133",3399,6529,110975,2011
"18135",2398,5014,69691,2011
"18137",2543,5203,90750,2011
"18139",1591,3151,47046,2011
"18141",21932,40920,856590,2011
"18143",2363,4763,72741,2011
"18145",4669,9348,155585,2011
"18147",1835,3351,56656,2011
"18149",2083,4191,58947,2011
"18151",3333,6351,113719,2011
"18153",1723,3391,58207,2011
"18155",999,1995,27598,2011
"18157",19889,34434,752803,2011
